,reviews,stars,date,country,verified,corpus
735,"✅ Trip Verified | 
London Heathrow / Pisa return. My wife and I fly this route 3-4 times a year as we have a home in Tuscany. Sometimes we pay in long advance to get a decent price, or we pay using Avios. This return trip was the latter. It is what it is. The most miserable rip off for a business class seat in the world. I have seen last minute flights on this route as high as £700 return. BA should be ashamed of themselves. The only reason we fly this product is that you get the business class lounges in both directions. The seating is at the front of the plane for a speedy exit. The new meals are quite good and the free (is it really free?) booze. The seats are the biggest con. Three seats for two - with a dumb table in the middle. Unless you are in the front row the leg room is a disaster. On the way out we had a nice tomato and mozzarella salad + wine. On the way back - a ploughman's lunch, it was okay-ish. As a 60 year old businessman, one who has worked globally in my career in the US, Japan and the Middle East - and having sold my business a few years ago, to one of the largest PLCs in the country - I think I know a bit about running companies. I know I could do a lot better than the current board at BA. Last week when I was away, I read that BA have posted well in excess of one billion profits last year. Oh, what a surprise and that's the clear objective of the directors. So what would I do with Club Europe? I'd make it the best in Europe. The seat would be larger, like an arm chair. A 2+2 configuration. There would be a nice centre table. Charge ports for phones/laptops. Headsets. TV screens mainly for news - but some movies for flights over 2 hours. Extra 6"" of leg room behind row ""1"". Nice cutlery and glass/china ware. Hot meals. And i'd probably sell it at £25 a flight more. ""Build value guys"" and the profits will follow. Its the oldest dictum in the book. I will give credit where credit is due. On the way back, on the ground, the Captain announced there was possible a technical problem with the starboard aileron. As an aviation buff I loseley understood the problem and figured it was not really a big deal. Clearly some passengers were worried we were on a duff plane. He picked up on that and took the initiative to take a relaxed walk, the length of plane, asking if anyone had concerns or questions. One or two did and he answered their concerns in a calm and thoughtful way and explained he was only taking a precautionary measure. Very nice chap. We took off 2 hours later when it was fixed and everything was fine. FAs in both directions were very good.",2,2019-03-07,United Kingdom,True,london heathrow pisa return wife fly route time year home tuscany sometimes pay long advance get decent price pay using avios return trip latter miserable rip business class seat world seen last minute flight route high return ba ashamed reason fly product get business class lounge direction seating front plane speedy exit new meal quite good free really free booze seat biggest con three seat two dumb table middle unless front row leg room disaster way nice tomato mozzarella salad wine way back ploughman lunch okay ish year old businessman one worked globally career u japan middle east sold business year ago one largest plcs country think know bit running company know could lot better current board ba last week away read ba posted well excess one billion profit last year oh surprise clear objective director would club europe make best europe seat would larger like arm chair configuration would nice centre table charge port phone laptop headset tv screen mainly news movie flight hour extra leg room behind row nice cutlery glass china ware hot meal probably sell flight build value guy profit follow oldest dictum book give credit credit due way back ground captain announced possible technical problem starboard aileron aviation buff loseley understood problem figured really big deal clearly passenger worried duff plane picked took initiative take relaxed walk length plane asking anyone concern question one two answered concern calm thoughtful way explained taking precautionary measure nice chap took hour later fixed everything fine fa direction good
736,✅ Trip Verified | Edinburgh to Boston via London. The planes are ancient and need to be replaced. If these were cars they would have an antique plate. The seats are uncomfortable and worn. There is no lumbar support. The space between the seatback in front and your face is inches. It’s really claustrophobic. The food is awful and last evening we were not offered a choice. So for $1200 each we had horrible seats and terrible food. The short connecting flights do not even offer bottled water. The M&S menu is expensive and offers limited choices. Meal deals in the airport convenience and drug stores offer much better options for less than half the price. The planes on both long legs of the trip last week were filthy. The cabin crew on the BOS to LHR and LHR to EDI were good. There was one member in the LHR to BOS who was snippy to passengers and seemed put out by needing to do her job. Boarding is supposed to be by group but was a disaster as people queued up well before their section was called and it made it extremely difficult to get to board. British Airways has become like a budget airline who does not charge budget pricing.,1,2019-03-04,United States,True,edinburgh boston via london plane ancient need replaced car would antique plate seat uncomfortable worn lumbar support space seatback front face inch really claustrophobic food awful last evening offered choice horrible seat terrible food short connecting flight even offer bottled water menu expensive offer limited choice meal deal airport convenience drug store offer much better option le half price plane long leg trip last week filthy cabin crew bos lhr lhr edi good one member lhr bos snippy passenger seemed put needing job boarding supposed group disaster people queued well section called made extremely difficult get board british airway become like budget airline charge budget pricing
737,"✅ Trip Verified |  Gatwick to Mauritius. My wife and 2 friends booked and paid £56 each to select our seats with additional legroom adjacent to the bassinet stowage. On boarding the flight the configuration of the aircraft differed, meaning we had the same seat row and number but without the additional legroom. My formal complaint to BA has been met with what can only be described as condescending platitudes and a blank refusal to refund our seat booking fee. We feel that this a scam and are continuing to pursue the matter. Trading standards are also being informed. It didn’t help the aircraft was delayed by 4 hours on the outward leg, was filthy dirty. The return flight had numerous IFE defects and my seat recline did not work. I also noted a number of cabin minor airworthiness issues, (I am a licensed engineer). A marketing email in celebration of 100 years of service has thanked me for flying hundreds of thousands of miles with BA and then rips me off with nothing in return. British Airways you are a disgrace, get your act together and provide the service you were once famed for.",9,2019-03-03,United Kingdom,True,gatwick mauritius wife friend booked paid select seat additional legroom adjacent bassinet stowage boarding flight configuration aircraft differed meaning seat row number without additional legroom formal complaint ba met described condescending platitude blank refusal refund seat booking fee feel scam continuing pursue matter trading standard also informed help aircraft delayed hour outward leg filthy dirty return flight numerous ife defect seat recline work also noted number cabin minor airworthiness issue licensed engineer marketing email celebration year service thanked flying hundred thousand mile ba rip nothing return british airway disgrace get act together provide service famed
738,"Not Verified |  Flew out of Heathrow on 22nd Feb to New York, 20 mins into our flight and we noticed our Tv's weren't working (4 travellers) but I have to say the cabin crew managed to reset them and they we were working within the hour. The reason for reviewing this is how wonderful the crew were. The crew on this flight were amazing, nothing was too much trouble. Thank you to all involved on that flight.",2,2019-03-03,United Kingdom,False,verified flew heathrow nd feb new york min flight noticed tv working traveller say cabin crew managed reset working within hour reason reviewing wonderful crew crew flight amazing nothing much trouble thank involved flight
739,"✅ Trip Verified |  Horrible flight BA from Gatwick to Cape Town and Iberia on the return. I am only 5'2"" 8st 10 and I find the leg room too cramp. The onboard flight entertainment system was down on the BA flight most of the time. It was probably in the last 2 hours of the flight before they managed to fix it and the system was old fashioned and movies were streamed on a loop. The food was barely edible. Coming back on Iberia the entertainment system was better and the food was also better but the seats legroom was just as bad. I was almost bumped off my connecting flight at MAD due to the lockers being filled up. I had another connection to make at LHR and I was not going to miss that so I had to insist they let me on though loads of other passengers were led off. This was the worst flight I have flown on. Last long haul BA flight for me.",1,2019-03-02,United Kingdom,True,horrible flight ba gatwick cape town iberia return st find leg room cramp onboard flight entertainment system ba flight time probably last hour flight managed fix system old fashioned movie streamed loop food barely edible coming back iberia entertainment system better food also better seat legroom bad almost bumped connecting flight mad due locker filled another connection make lhr going miss insist let though load passenger led worst flight flown last long haul ba flight
740,"✅ Trip Verified |  New York to Venice via London. Staff have been nice when around but aircraft, food, assistance and information all deplorable. Booked Business class. First flight, overnight from JFK to Heathrow - quick, mediocre food service then gone. Chair is set up so I’m staring at a stranger, it’s uncomfortable and difficult to maneuver with no instructions. Didn’t wake me for breakfast, not sure why they had me fill in a form for when I wanted to be woken up. No instructions for the transition between BA flights. Now I’m on the flight from Heathrow to Venice, no offer of coffee, water but worse, business class is just coach class, no extra leg room, just 3 seats with the middle one blocked out. Person in front of me put their seat back and my knees are in my chest. I didn’t pay for international business class to get stuck in uncomfortable seats for 2 long flights. I won’t fly BA again. ",10,2019-02-28,United States,True,new york venice via london staff nice around aircraft food assistance information deplorable booked business class first flight overnight jfk heathrow quick mediocre food service gone chair set staring stranger uncomfortable difficult maneuver instruction wake breakfast sure fill form wanted woken instruction transition ba flight flight heathrow venice offer coffee water worse business class coach class extra leg room seat middle one blocked person front put seat back knee chest pay international business class get stuck uncomfortable seat long flight fly ba
741,"✅ Trip Verified |  Chicago to London Heathrow. Club Class on British Airways is without doubt the worst in the airline industry.  It is bad enough that BA persist using out of date airplanes, circa 25 year old B747-400's, but they perpetuate the dreadful ying/yang seating arrangement of Club Class, where you have to look directly at the passenger next to you, and raise a screen for privacy. Then, mid-flight the crew lower the screen to serve the food. To leave the seat, one has to climb over the legs of a sleeping passenger;~no mean feat in the dark. The crew from Chicago were appalling, and dumped the food upon us as quickly as possible. Breakfast was inedible, and I returned it uneaten. The lounge at O'Hare was a crowded, tiny, dirty facility, with a food bar including some wilted vegetables and crackers with cheese. Insufficient chairs, and a single, old TV. Does no one at BA care how BAD they have become for premium class passengers.",1,2019-02-26,United Kingdom,True,chicago london heathrow club class british airway without doubt worst airline industry bad enough ba persist using date airplane circa year old b perpetuate dreadful ying yang seating arrangement club class look directly passenger next raise screen privacy mid flight crew lower screen serve food leave seat one climb leg sleeping passenger mean feat dark crew chicago appalling dumped food upon u quickly possible breakfast inedible returned uneaten lounge hare crowded tiny dirty facility food bar including wilted vegetable cracker cheese insufficient chair single old tv one ba care bad become premium class passenger
742,"✅ Trip Verified |  London to Chicago. Could it get any worse? The flight to Chicago was equipped with the usual ancient Boeing 747-400. The British Airways First Class product doesn't come up to modern Business Class standards. This particular flight was late again, and the food / wine was simply awful. There is nothing remotely elegant about BA First Class, and the crew demonstrate no sophistication. This experience was like dining at your worst restaurant chain. Finally, not only is the aircraft tired and worn out, but the in flight so-called entertainment system did not work, and had to be rebooted twice. The First Class seat is a bad joke, and extraordinarily uncomfortable. British Airways are at least twenty years out of date with their entire First Class product. All that can be said about this airline is woeful. The Concorde First Class lounge at Heathrow is filthy dirty, and desperately needs refurbishment.",9,2019-02-26,United Kingdom,True,london chicago could get worse flight chicago equipped usual ancient boeing british airway first class product come modern business class standard particular flight late food wine simply awful nothing remotely elegant ba first class crew demonstrate sophistication experience like dining worst restaurant chain finally aircraft tired worn flight called entertainment system work rebooted twice first class seat bad joke extraordinarily uncomfortable british airway least twenty year date entire first class product said airline woeful concorde first class lounge heathrow filthy dirty desperately need refurbishment
743,"✅ Trip Verified |  Prague to London Heathrow. Very disappointing service. Cabin crew only managed to offer drinks to half the cabin, on a two hour flight that was already delayed - payment machine was broken, staff ran backwards and forwards as nothing seemed available on the trolley. On the bright said, I did save by not having to pay the over inflated prices.",5,2019-02-25,United Kingdom,True,prague london heathrow disappointing service cabin crew managed offer drink half cabin two hour flight already delayed payment machine broken staff ran backwards forward nothing seemed available trolley bright said save pay inflated price
744,"✅ Trip Verified |  London City to Florence. My flight was at around 7am in the morning. Not only it got canceled 3 hours before but at the moment there was no phone line open to call and manage a rebooking. On their site I had the option to reschedule my flight but I couldn’t select any flights on the same day. Interestingly i was able to find & book another one through Skyscanner again with BA at the day of my initial flight with £100 more, of course. Why couldn’t they simple show me this flight on the reschedule page? ",3,2019-02-24,United Kingdom,True,london city florence flight around morning got canceled hour moment phone line open call manage rebooking site option reschedule flight select flight day interestingly able find book another one skyscanner ba day initial flight course simple show flight reschedule page
745,"✅ Trip Verified |  London to Johannesburg. Since the aircraft was half full, I was looking for a great flight. We left on time, and that was the only positive point. I started watching a movie, and a young flight attendant  approached and asked for my dinner choice. I told her that I would love a G&T to start with, and then I will read the menu. She told me that this was a late evening departure (9pm is not late for me) and that no pre-dinner drinks would be served. I insisted (this is business class after all, half full flight). 30 minutes later, she brought a tray with everything on it (G&T, first dish, main dish, and dessert).  Never was I offered wine or coffee. The lights were turned off, and I did not see a flight attendant until 1:30 hours before landing.  Other passengers in business where treated the same and complained.",3,2019-02-23,South Africa,True,london johannesburg since aircraft half full looking great flight left time positive point started watching movie young flight attendant approached asked dinner choice told would love g start read menu told late evening departure pm late pre dinner drink would served insisted business class half full flight minute later brought tray everything g first dish main dish dessert never offered wine coffee light turned see flight attendant hour landing passenger business treated complained
746,"✅ Trip Verified |  Doha to London Heathrow. Flight on time, not completely full, had an aisle seat near back of plane without the entertainment box in the way. Some reviews say that the last few windows are blanked off at rear of the aircraft but not so on this plane. Breakfast was served which was OK. Cabin crew mixed, mostly young and worked quickly. Crew uniform still looks a bit tatty compared with rivals in this part of the world. There is good and bad still with BA - bad was the so called chicken wrap served just before arrival - leathery and inedible - why do they let themselves down with such a poor offering - hardly any passengers near me could eat it. Bad was that there was an old tissue and food wrapper in my seat pocket. Good was the newer aircraft and the breakfast has improved. Arrived on time at Heathrow but to a remote stand.",10,2019-02-22,United Kingdom,True,doha london heathrow flight time completely full aisle seat near back plane without entertainment box way review say last window blanked rear aircraft plane breakfast served ok cabin crew mixed mostly young worked quickly crew uniform still look bit tatty compared rival part world good bad still ba bad called chicken wrap served arrival leathery inedible let poor offering hardly passenger near could eat bad old tissue food wrapper seat pocket good newer aircraft breakfast improved arrived time heathrow remote stand
747,"✅ Trip Verified |  Miami to Tel Aviv via London. At Miami airport on October 2018 what a pleasure was dealing with the agent, so professional, nice and helpful to the every last detail. Now on February 2019 calling British Airways to redeem my Avios what another pleasure dealing with a patient, knowledgeable and nice agent. She explained everything in such detail. You are doing great with such fantastic employees. ",1,2019-02-20,United States,True,miami tel aviv via london miami airport october pleasure dealing agent professional nice helpful every last detail february calling british airway redeem avios another pleasure dealing patient knowledgeable nice agent explained everything detail great fantastic employee
748,"✅ Trip Verified |  London to Seoul. I normally fly business but this was a last minute flight and the cost of Club was prohibitive and so I thought I would give World Traveller Plus a go. The cabin is stylish and intimate and I was surprised how roomy and comfortable the seats were. The entertainment system was working well (although the adverts before every single showing are very annoying). I was happy with the headphones and small amenity kit and felt the staff were very welcoming. My only complaint was the slightly pointless menu we were given as for lunch neither of the meals listed were actually available. A similar thing happened with breakfast, three options, the third being the most appetizing, and no, it hadn't been loaded, so this is an area BA might want to look into. All in all the service was good and worth the price. For ground service BA, please at least keep a couple of desks for people to check into before automation puts us all out of work.",2,2019-02-20,South Korea,True,london seoul normally fly business last minute flight cost club prohibitive thought would give world traveller plus go cabin stylish intimate surprised roomy comfortable seat entertainment system working well although advert every single showing annoying happy headphone small amenity kit felt staff welcoming complaint slightly pointless menu given lunch neither meal listed actually available similar thing happened breakfast three option third appetizing loaded area ba might want look service good worth price ground service ba please least keep couple desk people check automation put u work
749,"✅ Trip Verified |  London Heathrow to New York JFK. Bag drop did not go well. Lounge (galleries north ) was good and not crowded. Boarding was fine, small delay, well organised. Pre take off drink was better than the one i got in club world 2 weeks previous. Main meal good, pre flight snack was average but my son really liked it. On time arrival, a good flight. Cabin crew included some of the older staff who are not mixed fleet crew and it stands out a mile. I thought this was a good flight.",1,2019-02-19,United Kingdom,True,london heathrow new york jfk bag drop go well lounge gallery north good crowded boarding fine small delay well organised pre take drink better one got club world week previous main meal good pre flight snack average son really liked time arrival good flight cabin crew included older staff mixed fleet crew stand mile thought good flight
750,"✅ Trip Verified | San Diego to London. From the moment that I boarded this flight (due to take off at 19.25), the crew had one interest and one only - to get the cabin lights off, which they duly achieved two hours later. As a consequence, the service was negligent in the extreme. This was a Club World ticket - so expensive and I looked forward to a decent level of service. However, I wasn't offered champagne on boarding, wine with my meal or coffee and port after my meal. I complained to BA when I got home but they weren't interested and I was met with a barrage of corporate platitudes. This flight was a disappointing end to what had been a great trip to the US & Mexico and has left me with a very poor view of the airline.",1,2019-02-19,United Kingdom,True,san diego london moment boarded flight due take crew one interest one get cabin light duly achieved two hour later consequence service negligent extreme club world ticket expensive looked forward decent level service however offered champagne boarding wine meal coffee port meal complained ba got home interested met barrage corporate platitude flight disappointing end great trip u mexico left poor view airline
751,"✅ Trip Verified |  Gatwick to St Lucia. Flew BA new revamped business class today and a huge improvement on the old set up. Well lit cabin, improved seating comfort, better and operational entertainment system (always hit or miss before) and decent food. Cabin crew worked hard and were pleasant. I have observed along with everyone else the falling standards at BA and have moved most of my travel to rival airlines but on the basis of today’s experience I will consider them in the future. Much improved, well done.",3,2019-02-18,United Kingdom,True,gatwick st lucia flew ba new revamped business class today huge improvement old set well lit cabin improved seating comfort better operational entertainment system always hit miss decent food cabin crew worked hard pleasant observed along everyone else falling standard ba moved travel rival airline basis today experience consider future much improved well done
752,✅ Trip Verified |  London to Chennai. It was amazing. The crew were very friendly. The food was amazing and the seats were comfortable. T was overall an amazing flight and I enjoyed it thoroughly.,3,2019-02-18,United Kingdom,True,london chennai amazing crew friendly food amazing seat comfortable overall amazing flight enjoyed thoroughly
753,"Not Verified |  London to Tampa. BA broke my suitcase and I did not make a fuss, I just got a new one. The new one was too large for the overhead bin on the return flight (the only suitcase I could purchase while abroad). So on top of the new suitcase, I had to actually pay BA to check the new bag. Cost me over $100 for their mistake. They also shovel off customer service to some company abroad. You will get an email a month later saying ""I'd like to know you that we are unable to offer refund"". Make a big fuss at the airport if they break your stuff so that you can avoid this black hole they call customer service.
",1,2019-02-15,United States,False,verified london tampa ba broke suitcase make fuss got new one new one large overhead bin return flight suitcase could purchase abroad top new suitcase actually pay ba check new bag cost mistake also shovel customer service company abroad get email month later saying like know unable offer refund make big fuss airport break stuff avoid black hole call customer service
754,"✅ Trip Verified |  My husband and I flew on British Airways flight BA-228 from Baltimore to London Heathrow leaving on the 12th February 2019. Every aspect of the flight was poorer than what budget airlines have to offer. The plane was shabby and dated. The seat reclining facility did not operate properly, was not that comfortable, and we had less legroom than the equivalent with budget airlines. The touch screen TV monitor was not working properly. One ear bud on the headphones did not work. The audio socket was too loose for the headphones so the plug kept falling out making it difficult to enjoy the in-flight entertainment (which in itself had a dated choice). The pillow was disgusting and kept falling out of the flimsy cover. The air conditioning lacked consistency alternating between very hot and very cold air. The restroom occupied sign always lit up as vacant even if it was occupied. However what made the flight very unpleasant was the bad attitude of the cabin crew. They were abrupt, unfriendly and quite clearly did not want to be there. There was one exception, an extremely pleasant older crew member who greeted us on and off the flight. There did not appear to be any organisation or smooth co-ordination when distributing the meals. Our two trays of food where placed on top of each other and practically thrown at us by a sour faced crew member. This flight was one hour late making us nervous about catching our connecting flight. There was no information or instructions given to us about connecting flight gate numbers before we landed. Unlike all the other airlines that I have travelled with there were no staff member greeting the connecting customers to point them in the right direction or re-assure them. British Airways would be my last choice of an airline to travel with and I would only fly with them again if there was no other option.",6,2019-02-15,Spain,True,husband flew british airway flight ba baltimore london heathrow leaving th february every aspect flight poorer budget airline offer plane shabby dated seat reclining facility operate properly comfortable le legroom equivalent budget airline touch screen tv monitor working properly one ear bud headphone work audio socket loose headphone plug kept falling making difficult enjoy flight entertainment dated choice pillow disgusting kept falling flimsy cover air conditioning lacked consistency alternating hot cold air restroom occupied sign always lit vacant even occupied however made flight unpleasant bad attitude cabin crew abrupt unfriendly quite clearly want one exception extremely pleasant older crew member greeted u flight appear organisation smooth co ordination distributing meal two tray food placed top practically thrown u sour faced crew member flight one hour late making u nervous catching connecting flight information instruction given u connecting flight gate number landed unlike airline travelled staff member greeting connecting customer point right direction assure british airway would last choice airline travel would fly option
755,"✅ Trip Verified |  Bridgetown to Gatwick. I couldn't imagine that first class on BA would be the same as travelling in business class with for example Qatar, Emirates, Etihad, Singapore, Thai etc for double the price. Cabin, seats and food equals business class. One of the red wines on the wine list was out from start when I left London outbound. Cabin crew worked well and gave splendid service. But first class on BA is not worth the fare. When I complained to customer service after I got home, all I got was they are in the process of upgrading world traveller. ",10,2019-02-13,Sweden,True,bridgetown gatwick imagine first class ba would travelling business class example qatar emirate etihad singapore thai etc double price cabin seat food equal business class one red wine wine list start left london outbound cabin crew worked well gave splendid service first class ba worth fare complained customer service got home got process upgrading world traveller
756,"✅ Trip Verified |  London to Athens. Classic BA love and hate relationship where one flight is perfect and another one is a total disaster. Problems in December 2018 at Heathrow check-in when BA check-in and baggage management IT systems went down for at least 90 minutes. Total chaos with people like myself arrived at the airport 2:30 hours before the flight and queuing while others arriving 45 minutes prior to their departure and given priority. Even though we were checked in at some point, the flight was delayed by 2+ hours on top of the problems. Then flight does not have enough food onboard. At least the crew clearly attempted to reduce flight time to the minimum.",8,2019-02-12,United Kingdom,True,london athens classic ba love hate relationship one flight perfect another one total disaster problem december heathrow check ba check baggage management system went least minute total chaos people like arrived airport hour flight queuing others arriving minute prior departure given priority even though checked point flight delayed hour top problem flight enough food onboard least crew clearly attempted reduce flight time minimum
757,"✅ Trip Verified |  I booked a British Airways flight from Amsterdam to London Heathrow. In the beginning everything went normal and smooth. Check-in and boarding was easy and on time and once everyone boarded the problems started one after another. First an announcement was made by the pilot about a flight delay due to strong winds in Heathrow (fair enough). Afterwards the wind problem was resolved but a passenger decided to leave so they had to take out his luggage. After that we received a 3rd announcement stating there is a computer malfunction at Schiphol Airport and they are doing their best to resolve it. This caused us already about 45-60 mins delay but me and other passenger still remained calm and relaxed and then the hell started. We received permission to take off after 7 mins and then the pilot offered passengers who do not wish to travel to leave the plane. Of course there were many passengers who were travelling on business and I guess too delayed to make it on time for their meetings so they decided to leave. The crew warned them that this might cause terrible delay and problems for the other passengers but they still decided to leave. So a group of passengers left and we missed our opportunity to take off. Then the pilot announced that we can take off after 2,5 or 3 hours. The flight was full of overseas travellers. We spent 2 hours sitting in a plane which was not moving anywhere, people unboarded the plane 4 times in total and no food or water was offered to us. We had to line up next to the bathroom to purchase food and drinks and pay for it. The overall experience was terrible and it ruined the whole plan for my first day in London.",10,2019-02-12,Netherlands,True,booked british airway flight amsterdam london heathrow beginning everything went normal smooth check boarding easy time everyone boarded problem started one another first announcement made pilot flight delay due strong wind heathrow fair enough afterwards wind problem resolved passenger decided leave take luggage received rd announcement stating computer malfunction schiphol airport best resolve caused u already min delay passenger still remained calm relaxed hell started received permission take min pilot offered passenger wish travel leave plane course many passenger travelling business guess delayed make time meeting decided leave crew warned might cause terrible delay problem passenger still decided leave group passenger left missed opportunity take pilot announced take hour flight full overseas traveller spent hour sitting plane moving anywhere people unboarded plane time total food water offered u line next bathroom purchase food drink pay overall experience terrible ruined whole plan first day london
758,"✅ Trip Verified |  Flying premium economy on British Airways from New Orleans to London was an absolute pleasure. The nine hour flight was an amazing experience, with great legroom, reclining seat for a nice sleep and low noise. Definitely recommend and will be flying premium on long haul again.",5,2019-02-12,United Kingdom,True,flying premium economy british airway new orleans london absolute pleasure nine hour flight amazing experience great legroom reclining seat nice sleep low noise definitely recommend flying premium long haul
759,"✅ Trip Verified |  Tokyo to London. I was looking forward to this flight because of the Club World ticket and because it was my first time flying on a Boeing 787. We had a good check-in experience, breezed through the airport and enjoyed the JAL Lounge at Narita. We boarded on time and first impressions of the Boeing 787 were good: a modern plane with nice mood lighting as we boarded. The food and wines were really good. I had a beautifully-presented Japanese starter followed by a bento-style lunch as a final reminder of the holiday and my wife chose the western options. There was plenty of choice on the IFE and there was a big screen. On the downside, the cabin was too hot which made it difficult to sleep on the flight. This was a problem that we encountered on our outbound journey too. The seat was comfortable and reclined fully but I find the layout of BA Club World a little awkward because you have to step over another passenger's footrest to access the aisle. The cabin crew were efficient but seemed a bit exhausted and could have been more friendly and welcoming. The context to this review is that we spoiled ourselves and flew in first class on the way to Tokyo. We had an amazing experience with such comfortable seats and exemplary service from the cabin crew. We both felt a bit disappointed with the return flight in comparison and felt there was room for improvement, but at the same time our expectations might have been too high because of the previous flight.",8,2019-02-11,United Kingdom,True,okyo london looking forward flight club world ticket first time flying boeing good check experience breezed airport enjoyed jal lounge narita boarded time first impression boeing good modern plane nice mood lighting boarded food wine really good beautifully presented japanese starter followed bento style lunch final reminder holiday wife chose western option plenty choice ife big screen downside cabin hot made difficult sleep flight problem encountered outbound journey seat comfortable reclined fully find layout ba club world little awkward step another passenger footrest access aisle cabin crew efficient seemed bit exhausted could friendly welcoming context review spoiled flew first class way tokyo amazing experience comfortable seat exemplary service cabin crew felt bit disappointed return flight comparison felt room improvement time expectation might high previous flight
760,✅ Trip Verified |  London to Tokyo Haneda. My wife and I treated ourselves to first class flights for our holiday to Japan with the help of my Avios and a BA Amex companion voucher. We were very excited about flying first class and the dedicated check-in area at Heathrow was great. We boarded on time and the cabin did not disappoint. We had very grand seats with lovely surroundings. The cabin staff who looked after us were fantastic and really took the time to get to know us and understand what we wanted. The food and alcoholic drinks were great. I went for beef main course followed by the amazing chocolate and toffee pudding. I was ready to sleep after all that food but saw that there was lots of choice and a large screen for the IFE. My wife and I both said afterwards that it didn't feel like a long-haul flight because the time passed so quickly and comfortably. My only complaint is that the cabin was uncomfortably hot while we were cruising which made it harder to sleep.,10,2019-02-11,United Kingdom,True,london tokyo haneda wife treated first class flight holiday japan help avios ba amex companion voucher excited flying first class dedicated check area heathrow great boarded time cabin disappoint grand seat lovely surroundings cabin staff looked u fantastic really took time get know u understand wanted food alcoholic drink great went beef main course followed amazing chocolate toffee pudding ready sleep food saw lot choice large screen ife wife said afterwards feel like long haul flight time passed quickly comfortably complaint cabin uncomfortably hot cruising made harder sleep
761,"✅ Trip Verified |  I was flying London to Billund today via British Airways and I was a bit hesitant as I’ve never flown with this airline, due to early morning traffic I was running a little behind schedule and I had a 23kg bag to also check in and check in closed 45 mins before my flight departs. Upon arrival I was greeted my a young gentlemen who was very helpful and respectful. He calmed me down and reassured me that everything was going to be okay ,as I was very very stressed thinking I was going to miss my flight. He then offered to give me fast track through security so I could get to my gate quicker. I just want to thank him again as he made my experience with British Airways like no other and I’m very grateful.",3,2019-02-10,United Kingdom,True,flying london billund today via british airway bit hesitant never flown airline due early morning traffic running little behind schedule kg bag also check check closed min flight departs upon arrival greeted young gentleman helpful respectful calmed reassured everything going okay stressed thinking going miss flight offered give fast track security could get gate quicker want thank made experience british airway like grateful
762,"✅ Trip Verified |  San Diego to Frankfurt via London. It all started when trying to check in online 24h before departure from San Diego to Heathrow. On long flights like this I always reserve an aisle seat. Online Check-in did not work, no reason was given. Ok, let’s call US hotline. I tried at least 40 times. Answers were either, that call could not be completed, check number or due to heavy call volume they could not process call right now. I did not make it through. As an act of desperation I today called a British number. The lady told me guess what: no more aisle seats available. Some other numbers I tried were available on weekdays only, good to know if you need help on a Sunday. So I‘ve got the strong feeling, that they do not even care about there customers. B On my flight to San Diego 5 days ago, my TV screen was gone and there was no way to change seats. Great overall experience.",2,2019-02-04,Germany,True,san diego frankfurt via london started trying check online h departure san diego heathrow long flight like always reserve aisle seat online check work reason given ok let call u hotline tried least time answer either call could completed check number due heavy call volume could process call right make act desperation today called british number lady told guess aisle seat available number tried available weekday good know need help sunday got strong feeling even care customer b flight san diego day ago tv screen gone way change seat great overall experience
763,✅ Trip Verified | Flown with British Airways on numerous occasions with no issues. However on this occasion my baggage was lost on arrival at Gatwick. There was no British airways representative at the baggage claim however there was a phone that allowed me to call the baggage department. Reclaiming lost baggage was simple and my bag was put on the next flight to Singapore which I received the following day.,3,2019-02-04,United Kingdom,True,flown british airway numerous occasion issue however occasion baggage lost arrival gatwick british airway representative baggage claim however phone allowed call baggage department reclaiming lost baggage simple bag put next flight singapore received following day
764,"✅ Trip Verified | Flying last Sunday from Geneva to Piladelphia via London in business class. When I arrived at the boarding gate in London to take my flight to Philadelphia they told me that there was no sufficient business seat available! They overbooked! My choice was then either to fly ecenomy or to take the next flight! They just did not care about their customer. No phone call, no email, no indication at the lounge nothing until I was at the boarding gate. I kindly accepted to take the next flight. The plane was delayed by 1 hour due to technical issues. When I arrived at Philadelphia, no suitcase! No British Airways desk on arrival, it was late no one could help. I finally retrieve my suitcase 3 days later: broken! During these 3 days, it was impossible to get someone on the phone. On my flight back to Geneva, same issue! no sufficient business class seats available. It is clear that this company just don't care about their customers, they just care about their money !",2,2019-02-03,France,True,flying last sunday geneva piladelphia via london business class arrived boarding gate london take flight philadelphia told sufficient business seat available overbooked choice either fly ecenomy take next flight care customer phone call email indication lounge nothing boarding gate kindly accepted take next flight plane delayed hour due technical issue arrived philadelphia suitcase british airway desk arrival late one could help finally retrieve suitcase day later broken day impossible get someone phone flight back geneva issue sufficient business class seat available clear company care customer care money
765,✅ Trip Verified |  London Heathrow to Paris CDG. Quick and easy flight to Paris. Took just 40 minutes to reach CDG. Everything went well and the cabin was very clean. The only complaint was boarding which too way too long and was very unorganized.,2,2019-02-03,United States,True,london heathrow paris cdg quick easy flight paris took minute reach cdg everything went well cabin clean complaint boarding way long unorganized
